PARAMETER VALUES EVOLUTION
==========================

                 steady0    steady1a    steady1b      steady2       steady3      steady4       steady6      steady7  
US_lcy               0.08182       0.636         0.5171        0.5171        0.5172        0.5172        0.5172        0.5172    
US_m                 0.138         1.764         1.42          1.37          1.195         1.404         1.274         1.274     
US_mcn               0.09091       0.8313        0.8171        0.8171        0.8187        0.818         0.8111        0.8111    
US_mct               0.09091       0.8313        0.8171        0.8171        0.8187        0.818         0.8111        0.8111    
US_mi                0.1831        2.098         1.621         1.564         1.351         1.587         1.443         1.443     
US_mj                0.00301       0.7614        0.8168        0.7878        0.7244        0.8518        0.7685        0.7685    
US_mp                0             0             0.007013      0.006764      0.0059        0.006931      0.006294      0.006294  
US_mpy               0             0             0.001386      0.001337      0.001338      0.001337      0.00139       0.00139   
US_nd                0.3794        2.285         1.891         1.891         1.643         1.64          1.497         1.497     
US_ndi               0.1588        0.9504        0.8533        0.8534        0.6336        0.6315        0.5178        0.5178    
US_ndj               0.4624        1.422         1.095         1.095         1.084         1.083         1.063         1.063     
US_ndn               0.1897        1.256         1.113         1.113         0.9688        0.9663        0.7842        0.7842    
US_ndt               0.1897        1.029         0.7774        0.7774        0.6738        0.6735        0.7123        0.7123    
US_ni                0.1588        0.9504        0.8533        0.8534        0.6336        0.6315        0.5178        0.5178    
US_nj                0.4624        1.422         1.095         1.095         1.084         1.083         1.063         1.063     
US_nt                0.1633        2.779         2.494         2.494         2.174         2.555         2.001         2.001     
US_ntc               0.1619        2.533         2.074         2.074         1.807         2.124         1.639         1.639     
US_nti               0.001057      0.2438        0.2143        0.2143        0.1869        0.2196        0.19          0.19      
US_ntcg              0.0001633     0.001095      0.1615        0.1615        0.1414        0.1659        0.1353        0.1353    
US_ntig              0.0001633     0.001095      0.04412       0.04412       0.03863       0.04532       0.03697       0.03697   
US_pex               1             0.9976        0.9805        0.9805        0.9824        0.9816        0.9734        0.9734    
US_pht               1             0.9976        0.9805        0.9805        0.9824        0.9816        0.9734        0.9734    
US_phttilde          1             0.9976        0.9805        0.9805        0.9824        0.9816        0.9734        0.9734    
US_pi                1             0.9311        0.9508        0.9508        0.9486        0.9496        0.9762        0.9762    
